anio;sem;cod_alumno;cod_asig;nota
2023;1;E-14503;226;4.6
2023;1;E-14503;227;3.2
2023;1;E-14503;228;6.2
2023;1;E-14503;229;5.2
2023;2;E-14503;230;5.9
2023;2;E-14503;231;6
2023;2;E-14503;232;6.7
2023;2;E-14503;233;5.9
2023;2;E-14503;234;6.6
2023;2;E-14503;235;4.3
2021;1;E-14504;201;3.4
2021;1;E-14504;202;6.3
2021;1;E-14504;203;6.9
2021;1;E-14504;204;4.2
2021;1;E-14504;205;3.1
2021;2;E-14504;206;6.4
2021;2;E-14504;207;6
2021;2;E-14504;208;5.7
2021;2;E-14504;209;6.9
2021;2;E-14504;210;3.3
2021;2;E-14504;211;3.8
2022;1;E-14504;212;3.6
2022;1;E-14504;213;3.5
2022;1;E-14504;214;6.6
2022;1;E-14504;215;6.7
2022;1;E-14504;216;5.4
2022;1;E-14504;217;4.4
2022;2;E-14504;218;6.9
2022;2;E-14504;219;6.4
2022;2;E-14504;220;5.6
2022;2;E-14504;221;6.6
2022;2;E-14504;222;4.7
2022;2;E-14504;223;4.5
2023;1;E-14504;224;6
2023;1;E-14504;225;6
2023;1;E-14504;226;5
2023;1;E-14504;227;5.1
2023;1;E-14504;228;4.6
2023;1;E-14504;229;6.4
2023;2;E-14504;230;4.7
2023;2;E-14504;231;5
2023;2;E-14504;232;4.9
2023;2;E-14504;233;6.1
2023;2;E-14504;234;4.5
2023;2;E-14504;235;5
2021;1;E-14505;201;3.1
2021;1;E-14505;202;6
2021;1;E-14505;203;6.8
2021;1;E-14505;204;5.6
2021;1;E-14505;205;3.8
2021;2;E-14505;206;5.3
2021;2;E-14505;207;5.5
2021;2;E-14505;208;4.3
2021;2;E-14505;209;4.8
2021;2;E-14505;210;4
2021;2;E-14505;211;5.4
2022;1;E-14505;212;5.6
2022;1;E-14505;213;6.9
2022;1;E-14505;214;4.7
2022;1;E-14505;215;6.8
2022;1;E-14505;216;3.9
2022;1;E-14505;217;5
2022;2;E-14505;218;4.5
2022;2;E-14505;219;6.7
2022;2;E-14505;220;3.9
2022;2;E-14505;221;3.3
2022;2;E-14505;222;3.5
2022;2;E-14505;223;4.7
2023;1;E-14505;224;5.4
2023;1;E-14505;225;4.7
2023;1;E-14505;226;6.5
2023;1;E-14505;227;3.1
2023;1;E-14505;228;5.5
2023;1;E-14505;229;4.4
2023;2;E-14505;230;5.3
2023;2;E-14505;231;6.4
2023;2;E-14505;232;5.4
2023;2;E-14505;233;4.5
2023;2;E-14505;234;6.6
2023;2;E-14505;235;3.1
2021;1;E-14506;201;6.9
2021;1;E-14506;202;6.1
2021;1;E-14506;203;4.1
2021;1;E-14506;204;3.9
2021;1;E-14506;205;5.1
2021;2;E-14506;206;6.2
2021;2;E-14506;207;4.5
2021;2;E-14506;208;5.1
2021;2;E-14506;209;6.6
2021;2;E-14506;210;3.2
2021;2;E-14506;211;6
2022;1;E-14506;212;4.7
2022;1;E-14506;213;4.7
2022;1;E-14506;214;3.7
2022;1;E-14506;215;5.6
2022;1;E-14506;216;3.8
2022;1;E-14506;217;3
2022;2;E-14506;218;6.7
2022;2;E-14506;219;3.8
2022;2;E-14506;220;5.1
2022;2;E-14506;221;5.1
2022;2;E-14506;222;4
2022;2;E-14506;223;6.2
2023;1;E-14506;224;3.8
2023;1;E-14506;225;4.1
2023;1;E-14506;226;6.3
2023;1;E-14506;227;6.1
2023;1;E-14506;228;4.4
2023;1;E-14506;229;6.1
2023;2;E-14506;230;5.9
2023;2;E-14506;231;4
2023;2;E-14506;232;5.7
2023;2;E-14506;233;5.8
2023;2;E-14506;234;4.4
2023;2;E-14506;235;4.2
2021;1;E-14507;201;3.3
2021;1;E-14507;202;4.2
2021;1;E-14507;203;5.7
2021;1;E-14507;204;4.2
2021;1;E-14507;205;4.4
2021;2;E-14507;206;5.9
2021;2;E-14507;207;5.7
2021;2;E-14507;208;5.5
2021;2;E-14507;209;5.1
2021;2;E-14507;210;6.8
2021;2;E-14507;211;3.2
2022;1;E-14507;212;5.1
2022;1;E-14507;213;6.7
2022;1;E-14507;214;5.9
2022;1;E-14507;215;3.7
2022;1;E-14507;216;4
2022;1;E-14507;217;6.6
2022;2;E-14507;218;6.1
2022;2;E-14507;219;4
2022;2;E-14507;220;4.5
2022;2;E-14507;221;5.4
2022;2;E-14507;222;5
2022;2;E-14507;223;6.3
2023;1;E-14507;224;5.6
2023;1;E-14507;225;3.3
2023;1;E-14507;226;5.2
2023;1;E-14507;227;4.9
2023;1;E-14507;228;5.4
2023;1;E-14507;229;5.5
2023;2;E-14507;230;6.6
2023;2;E-14507;231;6.1
2023;2;E-14507;232;6.8
2023;2;E-14507;233;4.1
2023;2;E-14507;234;3.7
2023;2;E-14507;235;4.7
2021;1;E-14508;201;6.1
2021;1;E-14508;202;6
2021;1;E-14508;203;3.5
2021;1;E-14508;204;6.1
2021;1;E-14508;205;4.3
2021;2;E-14508;206;4.7
2021;2;E-14508;207;4.5
2021;2;E-14508;208;5.2
2021;2;E-14508;209;6.2
2021;2;E-14508;210;5.9
2021;2;E-14508;211;4.6
2022;1;E-14508;212;6
2022;1;E-14508;213;5.2
2022;1;E-14508;214;5.9
2022;1;E-14508;215;6.7
2022;1;E-14508;216;6.4
2022;1;E-14508;217;4.8
2022;2;E-14508;218;6.5
2022;2;E-14508;219;4.4
2022;2;E-14508;220;4
2022;2;E-14508;221;4.9
2022;2;E-14508;222;3.7
2022;2;E-14508;223;4.9
2023;1;E-14508;224;3.3
2023;1;E-14508;225;6
2023;1;E-14508;226;4.9
2023;1;E-14508;227;5.3
2023;1;E-14508;228;6.9
2023;1;E-14508;229;5
2023;2;E-14508;230;3.1
2023;2;E-14508;231;5.9
2023;2;E-14508;232;4.9
2023;2;E-14508;233;5.4
2023;2;E-14508;234;4.3
2023;2;E-14508;235;3.7
2021;1;E-14509;201;4.1
2021;1;E-14509;202;3.5
2021;1;E-14509;203;4
2021;1;E-14509;204;3.7
2021;1;E-14509;205;3.4
2021;2;E-14509;206;4
2021;2;E-14509;207;4.2
2021;2;E-14509;208;3.4
2021;2;E-14509;209;5.3
2021;2;E-14509;210;4.7
2021;2;E-14509;211;3.7
2022;1;E-14509;212;5
2022;1;E-14509;213;4.8
2022;1;E-14509;214;5.9
2022;1;E-14509;215;5.8
2022;1;E-14509;216;6.3
2022;1;E-14509;217;3.1
2022;2;E-14509;218;5.2
2022;2;E-14509;219;6.2
2022;2;E-14509;220;3.3
2022;2;E-14509;221;6.6
2022;2;E-14509;222;4.7
2022;2;E-14509;223;6.6
2023;1;E-14509;224;6.2
2023;1;E-14509;225;6.6
2023;1;E-14509;226;4
2023;1;E-14509;227;4.8
2023;1;E-14509;228;4.8
2023;1;E-14509;229;3.9
2023;2;E-14509;230;5.2
2023;2;E-14509;231;6.2
2023;2;E-14509;232;6.4
2023;2;E-14509;233;3.2
2023;2;E-14509;234;4.2
2023;2;E-14509;235;3.8
2021;1;E-14510;201;6.7
2021;1;E-14510;202;3.3
2021;1;E-14510;203;5.5
2021;1;E-14510;204;4
2021;1;E-14510;205;6.3
2021;2;E-14510;206;5.1
2021;2;E-14510;207;3.4
2021;2;E-14510;208;4.5
2021;2;E-14510;209;3
2021;2;E-14510;210;4.9
2021;2;E-14510;211;3.2
2022;1;E-14510;212;5.8
2022;1;E-14510;213;6.9
2022;1;E-14510;214;3.2
2022;1;E-14510;215;3.6
2022;1;E-14510;216;3.4
2022;1;E-14510;217;6.5
2022;2;E-14510;218;4.5
2022;2;E-14510;219;4.8
2022;2;E-14510;220;5.3
2022;2;E-14510;221;5.2
2022;2;E-14510;222;4.5
2022;2;E-14510;223;4.8
2023;1;E-14510;224;5.9
2023;1;E-14510;225;6.5
2023;1;E-14510;226;3.4
2023;1;E-14510;227;4.7
2023;1;E-14510;228;6.1
2023;1;E-14510;229;3.9
2023;2;E-14510;230;3.1
2023;2;E-14510;231;3.5
2023;2;E-14510;232;4.6
2023;2;E-14510;233;3.7
2023;2;E-14510;234;6.5
2023;2;E-14510;235;6
2021;1;E-14511;201;4.1
2021;1;E-14511;202;5.5
2021;1;E-14511;203;5.2
2021;1;E-14511;204;6.6
2021;1;E-14511;205;5.1
2021;2;E-14511;206;3
2021;2;E-14511;207;4.2
2021;2;E-14511;208;3.6
2021;2;E-14511;209;5.3
2021;2;E-14511;210;6.3
2021;2;E-14511;211;3.8
2022;1;E-14511;212;5.2
2022;1;E-14511;213;4
2022;1;E-14511;214;4.6
2022;1;E-14511;215;6.5
2022;1;E-14511;216;5.4
2022;1;E-14511;217;3.5
2022;2;E-14511;218;6.6
2022;2;E-14511;219;4.5
2022;2;E-14511;220;4.6
2022;2;E-14511;221;3.1
2022;2;E-14511;222;5.2
2022;2;E-14511;223;5
2023;1;E-14511;224;6.9
2023;1;E-14511;225;6.7
2023;1;E-14511;226;4.2
2023;1;E-14511;227;3.4
2023;1;E-14511;228;6.7
2023;1;E-14511;229;3.1
2023;2;E-14511;230;4.6
2023;2;E-14511;231;6.7
2023;2;E-14511;232;4.5
2023;2;E-14511;233;3.1
2023;2;E-14511;234;5
2023;2;E-14511;235;5
2021;1;E-14512;201;3.4
2021;1;E-14512;202;6
2021;1;E-14512;203;7
2021;1;E-14512;204;4.4
2021;1;E-14512;205;6.4
2021;2;E-14512;206;6.7
2021;2;E-14512;207;4.6
2021;2;E-14512;208;4.7
2021;2;E-14512;209;3.1
2021;2;E-14512;210;4.5
2021;2;E-14512;211;3.8
2022;1;E-14512;212;6.3
2022;1;E-14512;213;5.6
2022;1;E-14512;214;3.8
2022;1;E-14512;215;6.4
2022;1;E-14512;216;6.1
2022;1;E-14512;217;4.6
2022;2;E-14512;218;4.8
2022;2;E-14512;219;3
2022;2;E-14512;220;6.2
2022;2;E-14512;221;7
2022;2;E-14512;222;6.7
2022;2;E-14512;223;3.5
2023;1;E-14512;224;3.7
2023;1;E-14512;225;6.7
2023;1;E-14512;226;3.9
2023;1;E-14512;227;3.6
2023;1;E-14512;228;5.5
2023;1;E-14512;229;4.2
2023;2;E-14512;230;3.6
2023;2;E-14512;231;5.1
2023;2;E-14512;232;4.3
2023;2;E-14512;233;6.8
2023;2;E-14512;234;3.8
2023;2;E-14512;235;5.2
2021;1;E-14513;201;3.1
2021;1;E-14513;202;6.6
2021;1;E-14513;203;4.9
2021;1;E-14513;204;6
2021;1;E-14513;205;5.4
2021;2;E-14513;206;6.5
2021;2;E-14513;207;5.7
2021;2;E-14513;208;6.2
2021;2;E-14513;209;5.6
2021;2;E-14513;210;4.6
2021;2;E-14513;211;5
2022;1;E-14513;212;4.8
2022;1;E-14513;213;5
2022;1;E-14513;214;5.8
2022;1;E-14513;215;3.9
2022;1;E-14513;216;6.1
2022;1;E-14513;217;4.8
2022;2;E-14513;218;4.1
2022;2;E-14513;219;4.6
2022;2;E-14513;220;6
2022;2;E-14513;221;3.7
2022;2;E-14513;222;4.8
2022;2;E-14513;223;3.6
2023;1;E-14513;224;6.9
2023;1;E-14513;225;4.6
2023;1;E-14513;226;4.2
2023;1;E-14513;227;4.1
2023;1;E-14513;228;5.9
2023;1;E-14513;229;6.7
2023;2;E-14513;230;6.1
2023;2;E-14513;231;3.2
2023;2;E-14513;232;3.6
2023;2;E-14513;233;6
2023;2;E-14513;234;3.4
2023;2;E-14513;235;6.3
2021;1;E-14514;201;6.5
2021;1;E-14514;202;5.6
2021;1;E-14514;203;4.5
2021;1;E-14514;204;4.1
2021;1;E-14514;205;5.9
2021;2;E-14514;206;5.8
2021;2;E-14514;207;5.4
2021;2;E-14514;208;5.7
2021;2;E-14514;209;5.9
2021;2;E-14514;210;4.7
2021;2;E-14514;211;5.4
2022;1;E-14514;212;4.8
2022;1;E-14514;213;4.5
2022;1;E-14514;214;6.4
2022;1;E-14514;215;5.3
2022;1;E-14514;216;3.1
2022;1;E-14514;217;3.7
2022;2;E-14514;218;7
2022;2;E-14514;219;6
2022;2;E-14514;220;6.8
2022;2;E-14514;221;4.6
2022;2;E-14514;222;5.5
2022;2;E-14514;223;3.6
2023;1;E-14514;224;3.5
2023;1;E-14514;225;3.4
2023;1;E-14514;226;3.7
2023;1;E-14514;227;6.3
2023;1;E-14514;228;4.7
2023;1;E-14514;229;4.4
2023;2;E-14514;230;6.7
2023;2;E-14514;231;3.8
2023;2;E-14514;232;5.5
2023;2;E-14514;233;6.4
2023;2;E-14514;234;4.8
2023;2;E-14514;235;6.3
2021;1;E-14515;201;4.3
2021;1;E-14515;202;5.1
2021;1;E-14515;203;4.8
2021;1;E-14515;204;3.2
2021;1;E-14515;205;4.3
2021;2;E-14515;206;5.8
2021;2;E-14515;207;5
2021;2;E-14515;208;4.4
2021;2;E-14515;209;4.2
2021;2;E-14515;210;4.3
2021;2;E-14515;211;4.5
2022;1;E-14515;212;5.8
2022;1;E-14515;213;4.8
2022;1;E-14515;214;4.7
2022;1;E-14515;215;5.2
2022;1;E-14515;216;3.5
2022;1;E-14515;217;6.2
2022;2;E-14515;218;6.7
2022;2;E-14515;219;5.9
2022;2;E-14515;220;5.5
2022;2;E-14515;221;4.1
2022;2;E-14515;222;5.8
2022;2;E-14515;223;3
2023;1;E-14515;224;4.5
2023;1;E-14515;225;5.1
2023;1;E-14515;226;5.8
2023;1;E-14515;227;6.7
2023;1;E-14515;228;3.2
2023;1;E-14515;229;5.4
2023;2;E-14515;230;5.7
2023;2;E-14515;231;6.8
2023;2;E-14515;232;4.8
2023;2;E-14515;233;3
2023;2;E-14515;234;5.8
2023;2;E-14515;235;4.1
2021;1;E-14516;201;5
2021;1;E-14516;202;3.7
2021;1;E-14516;203;4.7
2021;1;E-14516;204;5.3
2021;1;E-14516;205;4.1
2021;2;E-14516;206;6.7
2021;2;E-14516;207;3.8
2021;2;E-14516;208;4.9
2021;2;E-14516;209;4.7
2021;2;E-14516;210;4.4
2021;2;E-14516;211;5.2
2022;1;E-14516;212;5.9
2022;1;E-14516;213;6.4
2022;1;E-14516;214;6.4
2022;1;E-14516;215;3.6
2022;1;E-14516;216;3.4
2022;1;E-14516;217;5.1
2022;2;E-14516;218;4.8
2022;2;E-14516;219;5.2
2022;2;E-14516;220;4.3
2022;2;E-14516;221;5.9
2022;2;E-14516;222;5
2022;2;E-14516;223;5.9
2023;1;E-14516;224;3.7
2023;1;E-14516;225;4.4
2023;1;E-14516;226;4.3
2023;1;E-14516;227;4.5
2023;1;E-14516;228;3.2
2023;1;E-14516;229;5.3
2023;2;E-14516;230;4.8
2023;2;E-14516;231;6.2
2023;2;E-14516;232;5.2
2023;2;E-14516;233;6.2
2023;2;E-14516;234;6.4
2023;2;E-14516;235;6.7
2021;1;E-14517;201;5.5
2021;1;E-14517;202;5.6
2021;1;E-14517;203;5
2021;1;E-14517;204;4.9
2021;1;E-14517;205;5
2021;2;E-14517;206;5.1
2021;2;E-14517;207;4.4
2021;2;E-14517;208;5.4
2021;2;E-14517;209;4.7
2021;2;E-14517;210;3.8
2021;2;E-14517;211;4
2022;1;E-14517;212;5.1
2022;1;E-14517;213;3.7
2022;1;E-14517;214;5.5
2022;1;E-14517;215;4.1
2022;1;E-14517;216;5.8
2022;1;E-14517;217;3.2
2022;2;E-14517;218;3.7
2022;2;E-14517;219;4.9
2022;2;E-14517;220;6.7
2022;2;E-14517;221;3.4
2022;2;E-14517;222;6.8
2022;2;E-14517;223;5.1
2023;1;E-14517;224;7
2023;1;E-14517;225;5.5
2023;1;E-14517;226;5
2023;1;E-14517;227;6.4
2023;1;E-14517;228;4.5
2023;1;E-14517;229;6
2023;2;E-14517;230;5.6
2023;2;E-14517;231;7
2023;2;E-14517;232;3.9
2023;2;E-14517;233;4.9
2023;2;E-14517;234;5.9
2023;2;E-14517;235;3.7
2021;1;E-14518;201;6
2021;1;E-14518;202;6.6
2021;1;E-14518;203;6.2
2021;1;E-14518;204;3.5
2021;1;E-14518;205;5.3
2021;2;E-14518;206;5.4
2021;2;E-14518;207;4.9
2021;2;E-14518;208;3.6
2021;2;E-14518;209;5.6
2021;2;E-14518;210;4.3
2021;2;E-14518;211;5.8
2022;1;E-14518;212;4.7
2022;1;E-14518;213;3.6
2022;1;E-14518;214;3.2
2022;1;E-14518;215;6.8
2022;1;E-14518;216;5.5
2022;1;E-14518;217;6.5
2022;2;E-14518;218;3.4
2022;2;E-14518;219;5.3
2022;2;E-14518;220;6.2
2022;2;E-14518;221;5.3
2022;2;E-14518;222;5.4
2022;2;E-14518;223;4.8
2023;1;E-14518;224;4.2
2023;1;E-14518;225;6.7
2023;1;E-14518;226;3.9
2023;1;E-14518;227;6.6
2023;1;E-14518;228;4.1
2023;1;E-14518;229;4.4
2023;2;E-14518;230;3.4
2023;2;E-14518;231;6.2
2023;2;E-14518;232;3.4
2023;2;E-14518;233;5
2023;2;E-14518;234;3.4
2023;2;E-14518;235;7
2021;1;E-14519;201;4.4
2021;1;E-14519;202;5
2021;1;E-14519;203;3.4
2021;1;E-14519;204;6.8
2021;1;E-14519;205;5.9
2021;2;E-14519;206;3
2021;2;E-14519;207;6.9
2021;2;E-14519;208;5.2
2021;2;E-14519;209;5.1
2021;2;E-14519;210;6.9
2021;2;E-14519;211;4.1
2022;1;E-14519;212;4.6
2022;1;E-14519;213;3.5
2022;1;E-14519;214;3.2
2022;1;E-14519;215;5.2
2022;1;E-14519;216;3.2
2022;1;E-14519;217;6.4
2022;2;E-14519;218;3.5
2022;2;E-14519;219;6.5
2022;2;E-14519;220;6
2022;2;E-14519;221;3.1
2022;2;E-14519;222;6.9
2022;2;E-14519;223;4.6
2023;1;E-14519;224;4.1
2023;1;E-14519;225;4.4
2023;1;E-14519;226;4.4
2023;1;E-14519;227;4.6
2023;1;E-14519;228;3.6
2023;1;E-14519;229;4.8
2023;2;E-14519;230;4.1
2023;2;E-14519;231;4.8
2023;2;E-14519;232;6.7
2023;2;E-14519;233;5.5
2023;2;E-14519;234;4.8
2023;2;E-14519;235;6.5
2021;1;E-14520;201;6.5
2021;1;E-14520;202;3.5
2021;1;E-14520;203;3.6
2021;1;E-14520;204;5.1
2021;1;E-14520;205;6.7
2021;2;E-14520;206;4
2021;2;E-14520;207;3.6
2021;2;E-14520;208;5.4
2021;2;E-14520;209;6
2021;2;E-14520;210;3.4
2021;2;E-14520;211;3.2
2022;1;E-14520;212;6.6
2022;1;E-14520;213;3.5
2022;1;E-14520;214;4.2
2022;1;E-14520;215;5.8
2022;1;E-14520;216;4.5
2022;1;E-14520;217;5.6
2022;2;E-14520;218;3.6
2022;2;E-14520;219;3.3
2022;2;E-14520;220;5.7
2022;2;E-14520;221;5.4
2022;2;E-14520;222;6.6
2022;2;E-14520;223;4
2023;1;E-14520;224;3.9
2023;1;E-14520;225;3.3
2023;1;E-14520;226;4.4
2023;1;E-14520;227;5.4
2023;1;E-14520;228;4.5
2023;1;E-14520;229;4.4
2023;2;E-14520;230;5.7
2023;2;E-14520;231;4.6
2023;2;E-14520;232;6.3
2023;2;E-14520;233;5.3
2023;2;E-14520;234;5
2023;2;E-14520;235;5.4
2021;1;E-14521;201;4.6
2021;1;E-14521;202;5.6
2021;1;E-14521;203;4
2021;1;E-14521;204;6
2021;1;E-14521;205;6.7
2021;2;E-14521;206;4.2
2021;2;E-14521;207;5.8
2021;2;E-14521;208;4.4
2021;2;E-14521;209;5.1
2021;2;E-14521;210;5.4
2021;2;E-14521;211;6.3
2022;1;E-14521;212;4.3
2022;1;E-14521;213;6.9
2022;1;E-14521;214;4.8
2022;1;E-14521;215;6.3
2022;1;E-14521;216;6.1
2022;1;E-14521;217;4.9
2022;2;E-14521;218;5.6
2022;2;E-14521;219;5.1
2022;2;E-14521;220;3.3
2022;2;E-14521;221;5.2
2022;2;E-14521;222;6.4
2022;2;E-14521;223;6.8
2023;1;E-14521;224;3
2023;1;E-14521;225;4.2
2023;1;E-14521;226;3.3
2023;1;E-14521;227;3.4
2023;1;E-14521;228;4.7
2023;1;E-14521;229;6.3
2023;2;E-14521;230;4.3
2023;2;E-14521;231;3
2023;2;E-14521;232;6.6
2023;2;E-14521;233;6.9
2023;2;E-14521;234;4.8
2023;2;E-14521;235;3.8
2021;1;E-14522;201;6.2
2021;1;E-14522;202;3.8
2021;1;E-14522;203;4.4
2021;1;E-14522;204;3.5
2021;1;E-14522;205;5.1
2021;2;E-14522;206;6.4
2021;2;E-14522;207;4
2021;2;E-14522;208;3.3
2021;2;E-14522;209;3
2021;2;E-14522;210;5.4
2021;2;E-14522;211;4.8
2022;1;E-14522;212;3.8
2022;1;E-14522;213;5.3
2022;1;E-14522;214;3.7
2022;1;E-14522;215;3.7
2022;1;E-14522;216;6.8
2022;1;E-14522;217;6.4
2022;2;E-14522;218;3.9
2022;2;E-14522;219;5.9
2022;2;E-14522;220;4.8
2022;2;E-14522;221;3.2
2022;2;E-14522;222;5.4
2022;2;E-14522;223;6.4
2023;1;E-14522;224;5.3
2023;1;E-14522;225;5.2
2023;1;E-14522;226;6.3
2023;1;E-14522;227;4.5
2023;1;E-14522;228;6.2
2023;1;E-14522;229;5.4
2023;2;E-14522;230;5.7
2023;2;E-14522;231;3.6
2023;2;E-14522;232;5.9
2023;2;E-14522;233;4.3
2023;2;E-14522;234;4.1
2023;2;E-14522;235;3.6
2021;1;E-14523;201;5
2021;1;E-14523;202;3.2
2021;1;E-14523;203;4.1
2021;1;E-14523;204;6.4
2021;1;E-14523;205;5.8
2021;2;E-14523;206;6.2
2021;2;E-14523;207;3.7
2021;2;E-14523;208;6.6
2021;2;E-14523;209;4.9
2021;2;E-14523;210;3.1
2021;2;E-14523;211;3.9
2022;1;E-14523;212;6.9
2022;1;E-14523;213;6.1
2022;1;E-14523;214;5.4
2022;1;E-14523;215;3.8
2022;1;E-14523;216;3.1
2022;1;E-14523;217;6.9
2022;2;E-14523;218;3.9
2022;2;E-14523;219;5.9
2022;2;E-14523;220;4.9
2022;2;E-14523;221;6
2022;2;E-14523;222;6.1
2022;2;E-14523;223;5.7
2023;1;E-14523;224;3.1
2023;1;E-14523;225;3.2
2023;1;E-14523;226;3.7
2023;1;E-14523;227;6.6
2023;1;E-14523;228;5.1
2023;1;E-14523;229;5
2023;2;E-14523;230;4.4
2023;2;E-14523;231;3.4
2023;2;E-14523;232;7
2023;2;E-14523;233;6.9
2023;2;E-14523;234;5.1
2023;2;E-14523;235;3.7
2021;1;E-14524;201;3.7
2021;1;E-14524;202;4.4
2021;1;E-14524;203;6
2021;1;E-14524;204;5.3
2021;1;E-14524;205;3.3
2021;2;E-14524;206;6
2021;2;E-14524;207;5.5
2021;2;E-14524;208;6.9
2021;2;E-14524;209;6.4
2021;2;E-14524;210;5.7
2021;2;E-14524;211;4.6
2022;1;E-14524;212;4.4
2022;1;E-14524;213;7
2022;1;E-14524;214;5.8
2022;1;E-14524;215;3.4
2022;1;E-14524;216;3.2
2022;1;E-14524;217;5.9
2022;2;E-14524;218;4.3
2022;2;E-14524;219;3.7
2022;2;E-14524;220;4.4
2022;2;E-14524;221;5.3
2022;2;E-14524;222;6.7
2022;2;E-14524;223;3.8
2023;1;E-14524;224;3.2
2023;1;E-14524;225;4.3
2023;1;E-14524;226;3.8
2023;1;E-14524;227;6.6
2023;1;E-14524;228;5.3
2023;1;E-14524;229;3.7
2023;2;E-14524;230;5.9
2023;2;E-14524;231;4.7
2023;2;E-14524;232;3.1
2023;2;E-14524;233;3.2
2023;2;E-14524;234;5.9
2023;2;E-14524;235;6.4
2021;1;E-14525;201;5.9
2021;1;E-14525;202;4.2
2021;1;E-14525;203;3.8
2021;1;E-14525;204;6.8
2021;1;E-14525;205;6.5
2021;2;E-14525;206;5.2
2021;2;E-14525;207;4.2
2021;2;E-14525;208;3.9
2021;2;E-14525;209;5.4
2021;2;E-14525;210;6.8
2021;2;E-14525;211;6.1
2022;1;E-14525;212;3.7
2022;1;E-14525;213;7
2022;1;E-14525;214;4.5
2022;1;E-14525;215;6.6
2022;1;E-14525;216;6
2022;1;E-14525;217;5.8
2022;2;E-14525;218;4.1
2022;2;E-14525;219;5.1
2022;2;E-14525;220;3.8
2022;2;E-14525;221;5.2
2022;2;E-14525;222;4.5
2022;2;E-14525;223;4.8
2023;1;E-14525;224;3.1
2023;1;E-14525;225;5.3
2023;1;E-14525;226;6.9
2023;1;E-14525;227;6.6
2023;1;E-14525;228;4.2
2023;1;E-14525;229;3.7
2023;2;E-14525;230;3.8
2023;2;E-14525;231;4.7
2023;2;E-14525;232;3.6
2023;2;E-14525;233;5
2023;2;E-14525;234;6.2
2023;2;E-14525;235;3.1
2021;1;E-14526;201;5
2021;1;E-14526;202;4.3
2021;1;E-14526;203;6.5
2021;1;E-14526;204;4.3
2021;1;E-14526;205;3.6
2021;2;E-14526;206;6.4
2021;2;E-14526;207;3.6
2021;2;E-14526;208;4.4
2021;2;E-14526;209;7
2021;2;E-14526;210;6.8
2021;2;E-14526;211;3.9
2022;1;E-14526;212;3.6
2022;1;E-14526;213;5.2
2022;1;E-14526;214;5.6
2022;1;E-14526;215;4.7
2022;1;E-14526;216;3.2
2022;1;E-14526;217;5.8
2022;2;E-14526;218;6.2
2022;2;E-14526;219;4.7
2022;2;E-14526;220;6.6
2022;2;E-14526;221;6
2022;2;E-14526;222;3.2
2022;2;E-14526;223;5.6
2023;1;E-14526;224;5.6
2023;1;E-14526;225;5.8
2023;1;E-14526;226;3.1
2023;1;E-14526;227;4.8
2023;1;E-14526;228;3.6
2023;1;E-14526;229;5.7
2023;2;E-14526;230;6.4
2023;2;E-14526;231;6.6
2023;2;E-14526;232;4.2
2023;2;E-14526;233;6.3
2023;2;E-14526;234;5.9
2023;2;E-14526;235;5.4
2021;1;E-14527;201;4.6
2021;1;E-14527;202;3.8
2021;1;E-14527;203;3
2021;1;E-14527;204;6.5
2021;1;E-14527;205;5.3
2021;2;E-14527;206;3.4
2021;2;E-14527;207;4.3
2021;2;E-14527;208;3.2
2021;2;E-14527;209;6
2021;2;E-14527;210;5.3
2021;2;E-14527;211;3.4
2022;1;E-14527;212;4.2
2022;1;E-14527;213;5.7
2022;1;E-14527;214;3.9
2022;1;E-14527;215;3.8
2022;1;E-14527;216;4.1
2022;1;E-14527;217;4
2022;2;E-14527;218;3.4
2022;2;E-14527;219;6.5
2022;2;E-14527;220;5
2022;2;E-14527;221;3.5
2022;2;E-14527;222;3.5
2022;2;E-14527;223;3.1
2023;1;E-14527;224;5.2
2023;1;E-14527;225;5.1
2023;1;E-14527;226;4.9
2023;1;E-14527;227;5.6
2023;1;E-14527;228;6.5
2023;1;E-14527;229;4
2023;2;E-14527;230;4.8
2023;2;E-14527;231;4.9
2023;2;E-14527;232;5.1
2023;2;E-14527;233;3.7
2023;2;E-14527;234;4.5
2023;2;E-14527;235;6.9
2021;1;E-14528;201;4.6
2021;1;E-14528;202;5.4
2021;1;E-14528;203;7
2021;1;E-14528;204;5.2
2021;1;E-14528;205;5.6
2021;2;E-14528;206;4.3
2021;2;E-14528;207;6.6
2021;2;E-14528;208;6.9
2021;2;E-14528;209;3.7
2021;2;E-14528;210;5
2021;2;E-14528;211;4.3
2022;1;E-14528;212;3.6
2022;1;E-14528;213;5.8
2022;1;E-14528;214;3.5
2022;1;E-14528;215;3.5
2022;1;E-14528;216;6.8
2022;1;E-14528;217;6.2
2022;2;E-14528;218;5.1
2022;2;E-14528;219;3.5
2022;2;E-14528;220;5.3
2022;2;E-14528;221;4.2
2022;2;E-14528;222;3.9
2022;2;E-14528;223;5.3
2023;1;E-14528;224;6.3
2023;1;E-14528;225;6.9
2023;1;E-14528;226;3.1
2023;1;E-14528;227;6.6
2023;1;E-14528;228;7
2023;1;E-14528;229;4.6
2023;2;E-14528;230;4.2
2023;2;E-14528;231;6
2023;2;E-14528;232;5.7
2023;2;E-14528;233;3.2
2023;2;E-14528;234;5.5
2023;2;E-14528;235;4
